date,tvl,fees,revenue,dex_vol,stbl
2020-03-01,126.00,,,,
2020-03-02,124.00,,,,
2020-03-03,123.00,,,,
2020-03-04,126.00,,,,
2020-03-05,123.00,,,,
2020-03-06,124.00,,,,
2020-03-07,125.00,,,,
2020-03-08,128.00,,,,
2020-03-09,128.00,,,,
2020-03-10,120.00,,,,
2020-03-11,120.00,,,,
2020-03-12,119.00,,,,
2020-03-13,119.00,,,,
2020-03-14,98.00,,,,
2020-03-15,707.00,,,,
2020-03-16,649.00,,,,
2020-03-17,635.00,,,,
2020-03-18,572.00,,,,
2020-03-19,598.00,,,,
2020-03-20,12711.00,,,,
2020-03-21,15085.00,,,,
2020-03-22,28948.00,,,,
2020-03-23,55078.00,,,,
2020-03-24,51858.00,1.00,,,
2020-03-25,55453.00,2.00,,,
2020-03-26,56646.00,2.00,,,
2020-03-27,61052.00,2.00,,,
2020-03-28,82126.00,3.00,,,
2020-03-29,83197.00,5.00,,,
2020-03-30,82629.00,4.00,,,
2020-03-31,78885.00,5.00,,,
2020-04-01,83440.00,5.00,,,
2020-04-02,83784.00,13.00,,,
2020-04-03,128846.00,18.00,,,
2020-04-04,182983.00,15.00,,,
2020-04-05,187204.00,14.00,,,
2020-04-06,224495.00,11.00,,,
2020-04-07,227508.00,29.00,,,
2020-04-08,288173.00,40.00,,,
2020-04-09,269380.00,41.00,,,
2020-04-10,432067.00,40.00,,,
2020-04-11,455751.00,38.00,,,
2020-04-12,443472.00,30.00,,,
2020-04-13,480571.00,26.00,,,
2020-04-14,601555.00,49.00,,,
2020-04-15,1015924.00,129.00,,,
2020-04-16,1028716.00,157.00,,,
2020-04-17,1012445.00,274.00,,,
2020-04-18,1152111.00,236.00,,,
2020-04-19,1241151.00,102.00,,,
2020-04-20,1281926.00,154.00,,,
2020-04-21,1271719.00,190.00,,,
2020-04-22,2799829.00,198.00,,,
2020-04-23,1348492.00,149.00,,,
2020-04-24,1616454.00,163.00,,,
2020-04-25,1935731.00,146.00,,,
2020-04-26,2060920.00,129.00,,,
2020-04-27,2158803.00,245.00,,,
2020-04-28,2284457.00,313.00,,,
2020-04-29,2299983.00,385.00,,,
2020-04-30,2412573.00,455.00,,,
2020-05-01,2649325.00,540.00,,,
2020-05-02,2613240.00,459.00,,,
2020-05-03,2711902.00,236.00,,,
2020-05-04,2789363.00,240.00,,,
2020-05-05,2770180.00,423.00,,,
2020-05-06,2735008.00,471.00,,,
2020-05-07,2832465.00,577.00,,,
2020-05-08,2957814.00,669.00,,,
2020-05-09,3515917.00,662.00,,,
2020-05-10,3462818.00,705.00,,,
2020-05-11,3470401.00,897.00,,,
2020-05-12,3338706.00,944.00,,,
2020-05-13,3386693.00,720.00,,,
2020-05-14,3459271.00,770.00,,,
2020-05-15,3690959.00,671.00,,,
2020-05-16,4412223.00,562.00,,,
2020-05-17,4110864.00,578.00,,,
2020-05-18,4353611.00,526.00,,,
2020-05-19,4440619.00,530.00,,,
2020-05-20,4389773.00,551.00,,,
2020-05-21,4373138.00,498.00,,,
2020-05-22,4378326.00,681.00,,,
2020-05-23,4256813.00,748.00,,,
2020-05-24,5051850.00,556.00,,,
2020-05-25,5161457.00,865.00,,,
2020-05-26,5000658.00,1256.00,,,
2020-05-27,5184038.00,1416.00,,,
2020-05-28,5105807.00,1641.00,,,
2020-05-29,5436479.00,1265.00,,,
2020-05-30,5709557.00,2843.00,,,
2020-05-31,7321155.00,3918.00,,,
2020-06-01,8231362.00,3270.00,,,
2020-06-02,8718470.00,3077.00,,,
2020-06-03,10467658.00,2775.00,,,
2020-06-04,10984376.00,3595.00,,,
2020-06-05,11837433.00,4031.00,,,
2020-06-06,13041301.00,4171.00,,,
2020-06-07,17679629.00,5068.00,,,
2020-06-08,17662888.00,6192.00,,,
2020-06-09,18143502.00,6352.00,,,
2020-06-10,18465686.00,7261.00,,,
2020-06-11,20144560.00,6507.00,,,
2020-06-12,20216395.00,7500.00,,,
2020-06-13,20166210.00,7782.00,,,
2020-06-14,20790649.00,4308.00,,,
2020-06-15,20344397.00,3585.00,,,
2020-06-16,20082450.00,4839.00,,,
2020-06-17,19218814.00,5473.00,,,
2020-06-18,20013949.00,4546.00,,,
2020-06-19,20657869.00,3988.00,,,
2020-06-20,22445232.00,5943.00,,,
2020-06-21,22121905.00,7003.00,,,
2020-06-22,22405766.00,8105.00,,,
2020-06-23,23555505.00,12660.00,,,
2020-06-24,26280544.00,41236.00,,,
2020-06-25,39564963.00,82884.00,,,
2020-06-26,106497139.00,69625.00,,,
2020-06-27,83376264.00,38309.00,,,
2020-06-28,91431739.00,32624.00,,,
2020-06-29,101488046.00,369546.00,,,
2020-06-30,101362453.00,362508.00,,,
2020-07-01,102506527.00,13261.00,,,
2020-07-02,114378962.00,16378.00,,,
2020-07-03,124400149.00,22458.00,,,
2020-07-04,123195572.00,21158.00,,,
2020-07-05,138546169.00,16961.00,,,
2020-07-06,144718530.00,14852.00,,,
2020-07-07,148931451.00,17439.00,,,
2020-07-08,159969726.00,19640.00,,,
2020-07-09,162920104.00,21685.00,,,
2020-07-10,162795561.00,23843.00,,,
2020-07-11,161846271.00,22855.00,,,
2020-07-12,164004280.00,18683.00,,,
2020-07-13,167399960.00,18635.00,,,
2020-07-14,168852050.00,22424.00,,,
2020-07-15,166401137.00,21653.00,,,
2020-07-16,166567998.00,22904.00,,,
2020-07-17,167685974.00,23466.00,,,
2020-07-18,166995013.00,22623.00,,,
2020-07-19,169533910.00,43181.00,,,
2020-07-20,174127938.00,69210.00,,,
2020-07-21,199060289.00,78381.00,,,
2020-07-22,216450439.00,81805.00,,,
2020-07-23,223941273.00,93514.00,,,
2020-07-24,251477362.00,105631.00,,,
2020-07-25,289251128.00,125345.00,,,
2020-07-26,308312230.00,162135.00,,,
2020-07-27,197513029.00,141181.00,,,
2020-07-28,230100893.00,95598.00,,,
2020-07-29,241643538.00,79410.00,,,
2020-07-30,246146326.00,91212.00,,,
2020-07-31,266142765.00,95560.00,,,
2020-08-01,291137907.00,4810165.00,,,
2020-08-02,284625503.00,5382890.00,,,
2020-08-03,301785480.00,661297.00,,,
2020-08-04,268166939.00,88584.00,,,
2020-08-05,258384777.00,65959.00,,,
2020-08-06,266534615.00,52224.00,,,
2020-08-07,278544021.00,71780.00,,,
2020-08-08,285769002.00,92754.00,,,
2020-08-09,276626179.00,100291.00,,,
2020-08-10,301364110.00,134001.00,,,
2020-08-11,354768350.00,183002.00,,,
2020-08-12,336121569.00,183956.00,,,
2020-08-13,311484165.00,245075.00,,,
2020-08-14,284381190.00,289249.00,,,
2020-08-15,348604781.00,410032.00,,,
2020-08-16,278788460.00,420436.00,,,
2020-08-17,271788258.00,251575.00,,,
2020-08-18,275745512.00,229881.00,,,
2020-08-19,281047380.00,271597.00,,,
2020-08-20,290819489.00,276439.00,,,
2020-08-21,294666171.00,296566.00,,,
2020-08-22,331108768.00,587693.00,,,
2020-08-23,332980205.00,994781.00,,,
2020-08-24,405911835.00,897363.00,,,
2020-08-25,455550970.00,584635.00,,,
2020-08-26,430220617.00,420025.00,,,
2020-08-27,448882966.00,380862.00,,,
2020-08-28,505729550.00,386269.00,,,
2020-08-29,501109733.00,371407.00,,,
2020-08-30,507390601.00,552119.00,,,
2020-08-31,566872510.00,1097269.00,,,
2020-09-01,659046749.00,1270458.00,,,
2020-09-02,723860001.00,1243657.00,,,
2020-09-03,788019566.00,1127425.00,,,
2020-09-04,756220173.00,801334.00,,,
2020-09-05,587326454.00,674534.00,,,
2020-09-06,583497839.00,637285.00,,,
2020-09-07,505431095.00,4386723.00,,,
2020-09-08,598765587.00,4260192.00,,,
2020-09-09,637860127.00,519181.00,,,
2020-09-10,670473621.00,612502.00,,,
2020-09-11,651140754.00,621495.00,,,
2020-09-12,571953103.00,474967.00,,,
2020-09-13,580691262.00,434773.00,,,
2020-09-14,644583785.00,548603.00,,,
2020-09-15,694051119.00,982115.00,,,
2020-09-16,810456483.00,1205872.00,,,
2020-09-17,790204574.00,905844.00,,,
2020-09-18,649971597.00,988744.00,,,
2020-09-19,832202756.00,905300.00,,,
2020-09-20,699287884.00,522389.00,,,
2020-09-21,618851941.00,384212.00,,,
2020-09-22,618414907.00,299087.00,,,
2020-09-23,532478766.00,292204.00,,,
2020-09-24,529075691.00,270423.00,,,
2020-09-25,456811038.00,248581.00,,,
2020-09-26,492697442.00,207755.00,,,
2020-09-27,524440512.00,154907.00,,,
2020-09-28,535116606.00,150215.00,,,
2020-09-29,533997703.00,199921.00,,,
2020-09-30,517585826.00,251974.00,,,
2020-10-01,489153726.00,259795.00,,,
2020-10-02,471561354.00,293832.00,,,
2020-10-03,498201066.00,370338.00,,,
2020-10-04,494741518.00,397528.00,,,
2020-10-05,506231134.00,358199.00,,,
2020-10-06,502285327.00,284510.00,,,
2020-10-07,510061514.00,292190.00,,,
2020-10-08,303241965.00,370954.00,,,
2020-10-09,323813301.00,295216.00,,,
2020-10-10,339974924.00,212923.00,,,
2020-10-11,363751723.00,192644.00,,,
2020-10-12,370895172.00,158375.00,,,
2020-10-13,374622760.00,143538.00,,,
2020-10-14,373267540.00,113490.00,,,
2020-10-15,377762292.00,105007.00,,,
2020-10-16,372062847.00,101386.00,,,
2020-10-17,363114785.00,97306.00,,,
2020-10-18,350574301.00,96362.00,,,
2020-10-19,354673559.00,78230.00,,,
2020-10-20,361485656.00,68293.00,,,
2020-10-21,356466341.00,87215.00,,,
2020-10-22,343452888.00,99101.00,,,
2020-10-23,350523010.00,95912.00,,,
2020-10-24,365411573.00,81746.00,,,
2020-10-25,366633905.00,64365.00,,,
2020-10-26,367642254.00,63250.00,,,
2020-10-27,368318918.00,91440.00,,,
2020-10-28,355357795.00,97753.00,,,
2020-10-29,357433116.00,98346.00,,,
2020-10-30,342307863.00,115624.00,,,
2020-10-31,330510360.00,138791.00,,,
2020-11-01,314544112.00,118130.00,,,
2020-11-02,318557697.00,72394.00,,,
2020-11-03,318255390.00,78525.00,,,
