date,tvl,fees,revenue,dex_vol,stbl
2020-12-20,1484680.00,,,,
2020-12-21,2697598.00,,,,
2020-12-22,3410253.00,,,,
2020-12-23,4563625.00,,,,
2020-12-24,4661610.00,,,,
2020-12-25,5347131.00,,,,
2020-12-26,7325073.00,,,,
2020-12-27,7408641.00,,,,
2020-12-28,8347237.00,,,,
2020-12-29,11344171.00,,,,
2020-12-30,11765090.00,,,,
2020-12-31,12119912.00,,,,
2021-01-01,12582167.00,,,,
2021-01-02,12543454.00,,,,
2021-01-03,12514881.00,,,,
2021-01-04,14195762.00,,,,
2021-01-05,16274684.00,,,,
2021-01-06,18325628.00,,,,
2021-01-07,20965573.00,,,,
2021-01-08,22570112.00,,,,
2021-01-09,25529569.00,,,,
2021-01-10,26299896.00,,,,
2021-01-11,33624539.00,,,,
2021-01-12,28869701.00,,,,
2021-01-13,30663261.00,,,,
2021-01-14,50094240.00,,,,
2021-01-15,73598480.00,,,,
2021-01-16,81861176.00,,,,
2021-01-17,85283818.00,,,,
2021-01-18,86160071.00,,,,
2021-01-19,87391374.00,,,,
2021-01-20,99335242.00,,,,
2021-01-21,100287613.00,,,,
2021-01-22,96701078.00,,,,
2021-01-23,92488787.00,,,,
2021-01-24,110569488.00,,,,
2021-01-25,121085410.00,,,,
2021-01-26,127510734.00,,,,
2021-01-27,127250330.00,,,,
2021-01-28,126687251.00,,,,
2021-01-29,130256710.00,,,,
2021-01-30,137228376.00,,,,
2021-01-31,135996393.00,,,,
2021-02-01,142145275.00,,,,
2021-02-02,142743932.00,,,,
2021-02-03,167649885.00,,,,
2021-02-04,192995719.00,,,,
2021-02-05,207027159.00,,,,
2021-02-06,211317161.00,,,,
2021-02-07,222659990.00,,,,
2021-02-08,223083142.00,,,,
2021-02-09,226682734.00,,,,
2021-02-10,244636373.00,,,,
2021-02-11,258690801.00,,,,
2021-02-12,257373193.00,,,,
2021-02-13,255301490.00,,,,
2021-02-14,261404596.00,,,,
2021-02-15,300220386.00,,,,
2021-02-16,289892552.00,,,,
2021-02-17,294701079.00,,,,
2021-02-18,298817631.00,,,,
2021-02-19,340560743.00,,,,
2021-02-20,347618380.00,,,,
2021-02-21,363633943.00,,,,
2021-02-22,357021502.00,,,,
2021-02-23,333163674.00,,,,
2021-02-24,267003426.00,,,,
2021-02-25,303534847.00,,,,
2021-02-26,294421081.00,,,,
2021-02-27,270362309.00,,,,
2021-02-28,269803675.00,,,,
2021-03-01,250111049.00,,,,
2021-03-02,279680304.00,,,,
2021-03-03,284790615.00,,,,
2021-03-04,294543162.00,,,,
2021-03-05,287090601.00,,,,
2021-03-06,272111645.00,,,,
2021-03-07,288340247.00,,,,
2021-03-08,308683748.00,,,,
2021-03-09,316855760.00,,,,
2021-03-10,337615557.00,,,,
2021-03-11,338318383.00,,,,
2021-03-12,329516422.00,,,,
2021-03-13,332363356.00,,,,
2021-03-14,343424416.00,,,,
2021-03-15,350346676.00,,,,
2021-03-16,332987874.00,,,,
2021-03-17,336938520.00,,,,
2021-03-18,460583631.00,,,,
2021-03-19,509773361.00,,,,
2021-03-20,574607276.00,,,,
2021-03-21,587935872.00,,,,
2021-03-22,602769063.00,,,,
2021-03-23,618289929.00,,,,
2021-03-24,569500275.00,,,,
2021-03-25,606935658.00,,,,
2021-03-26,583873492.00,,,,
2021-03-27,625796928.00,,,,
2021-03-28,630767135.00,,,,
2021-03-29,649286652.00,,,,
2021-03-30,704078283.00,,,,
2021-03-31,741152297.00,,,,
2021-04-01,743763681.00,,,,
2021-04-02,779177993.00,,,,
2021-04-03,799026221.00,,,,
2021-04-04,821105326.00,,,,
2021-04-05,807264483.00,,,,
2021-04-06,804754966.00,,,,
2021-04-07,810757400.00,,,,
2021-04-08,805140938.00,,,,
2021-04-09,819712012.00,,,,
2021-04-10,934439179.00,,,,
2021-04-11,965035169.00,,,,
2021-04-12,951022763.00,,,,
2021-04-13,981448867.00,,,,
2021-04-14,1073726481.00,,,,
2021-04-15,1080081949.00,,,,
2021-04-16,1131586581.00,,,,
