date,tvl,fees,revenue,dex_vol,stbl
2021-09-01,,,,137.00,
2021-09-02,9834.00,,,288873.00,
2021-09-03,1265840.00,,,337150.00,
2021-09-04,2107099.00,4538.00,1361.00,515350.00,
2021-09-05,2224541.00,1071.00,321.00,105854.00,
2021-09-06,2243536.00,1167.00,350.00,98719.00,
2021-09-07,2329747.00,6340.00,1902.00,673412.00,
2021-09-08,2789036.00,22149.00,6645.00,852705.00,
2021-09-09,2471335.00,28698.00,8609.00,607951.00,
2021-09-10,3096605.00,5005.00,1502.00,569391.00,
2021-09-11,3441432.00,8764.00,2629.00,1211781.00,
2021-09-12,4644950.00,20021.00,6006.00,2391311.00,
2021-09-13,10042988.00,27009.00,8103.00,3242925.00,
2021-09-14,12082571.00,22093.00,6628.00,2633705.00,
2021-09-15,13368350.00,18123.00,5437.00,1536876.00,
2021-09-16,16694995.00,25547.00,7664.00,3526557.00,
2021-09-17,17240736.00,33454.00,10036.00,581643.00,
2021-09-18,19159542.00,32001.00,9600.00,399599.00,
2021-09-19,20905604.00,32709.00,9813.00,489146.00,
2021-09-20,21590548.00,48835.00,14651.00,223975.00,
2021-09-21,23172127.00,112685.00,33806.00,1190104.00,
2021-09-22,19528852.00,109522.00,32857.00,2249400.00,
2021-09-23,19523063.00,92321.00,27696.00,3374003.00,
2021-09-24,21682104.00,27681.00,8304.00,913224.00,
2021-09-25,28312308.00,62725.00,18818.00,2136897.00,
2021-09-26,26672259.00,33768.00,10130.00,772329.00,
2021-09-27,27255651.00,46333.00,13900.00,2665605.00,
2021-09-28,30198499.00,41237.00,12371.00,2121237.00,
2021-09-29,30889881.00,76343.00,22903.00,4065100.00,
2021-09-30,32224327.00,51776.00,15533.00,1801050.00,
2021-10-01,31572259.00,28348.00,8504.00,916554.00,
2021-10-02,32413785.00,52772.00,15832.00,1785156.00,
2021-10-03,33389963.00,32258.00,9677.00,944816.00,
2021-10-04,35357746.00,22161.00,6648.00,736219.00,
2021-10-05,35889502.00,55241.00,16572.00,1891483.00,
2021-10-06,44633754.00,42307.00,12692.00,2284740.00,
2021-10-07,46099764.00,69474.00,20842.00,7966168.00,
2021-10-08,45916421.00,47650.00,14295.00,5357896.00,
2021-10-09,45345454.00,30834.00,9250.00,4471695.00,
2021-10-10,44739890.00,20992.00,6298.00,2234861.00,
2021-10-11,45395141.00,52651.00,15795.00,5140682.00,
2021-10-12,43274168.00,61403.00,18421.00,6076171.00,
2021-10-13,44097069.00,52178.00,15653.00,4675579.00,
2021-10-14,44137609.00,42307.00,12692.00,5920345.00,
2021-10-15,45193312.00,83232.00,24970.00,9289936.00,
2021-10-16,46671705.00,81764.00,24529.00,4000857.00,
2021-10-17,46886916.00,36755.00,11027.00,4655962.00,
2021-10-18,46102097.00,114115.00,34235.00,4193240.00,
2021-10-19,45947639.00,73765.00,22130.00,3511337.00,
2021-10-20,46918836.00,58525.00,17558.00,3594603.00,
2021-10-21,48086949.00,121141.00,36342.00,4379886.00,
2021-10-22,48457915.00,223660.00,67098.00,13946993.00,
2021-10-23,57980569.00,89310.00,26793.00,3789670.00,
2021-10-24,60413948.00,47301.00,14190.00,3303886.00,
2021-10-25,63459885.00,55698.00,16710.00,2667072.00,
2021-10-26,66556747.00,125758.00,37727.00,4381988.00,
2021-10-27,69843262.00,79360.00,23808.00,6243246.00,
2021-10-28,49912350.00,175504.00,52651.00,10808044.00,
2021-10-29,51597855.00,97200.00,29160.00,10247181.00,
2021-10-30,72259167.00,97047.00,29114.00,4178062.00,
2021-10-31,74911432.00,84854.00,25456.00,2058210.00,
2021-11-01,74465135.00,72331.00,21699.00,2706206.00,
2021-11-02,74588668.00,82155.00,24646.00,3294847.00,
2021-11-03,77695110.00,169531.00,50859.00,9553903.00,
2021-11-04,79744242.00,102208.00,30662.00,5476961.00,
2021-11-05,79844622.00,186680.00,56004.00,3485774.00,
2021-11-06,81252708.00,90830.00,27249.00,3181562.00,
2021-11-07,83299604.00,183024.00,54907.00,2968670.00,
2021-11-08,88555953.00,130716.00,39215.00,5499083.00,
2021-11-09,94132007.00,202786.00,60836.00,8846292.00,
2021-11-10,102311831.00,78521.00,23556.00,4775832.00,
2021-11-11,101996904.00,199128.00,59738.00,9093691.00,
2021-11-12,97890588.00,73283.00,21985.00,4059948.00,
2021-11-13,101157078.00,336729.00,101019.00,4218516.00,
2021-11-14,101931215.00,40099.00,12030.00,2430807.00,
2021-11-15,101135160.00,159279.00,47784.00,2861840.00,
2021-11-16,100474116.00,138020.00,41406.00,2411071.00,
2021-11-17,99694366.00,334680.00,100404.00,5764638.00,
2021-11-18,95188669.00,80105.00,24031.00,7354526.00,
2021-11-19,97640263.00,175636.00,52691.00,17763105.00,
2021-11-20,94131334.00,50602.00,15180.00,7689574.00,
2021-11-21,103238315.00,87487.00,26246.00,9039869.00,
2021-11-22,108652700.00,44856.00,13457.00,5500103.00,
2021-11-23,111494019.00,82583.00,24775.00,5407310.00,
2021-11-24,107696698.00,98778.00,29633.00,10893926.00,
2021-11-25,111693347.00,114337.00,34301.00,8239852.00,
2021-11-26,111126153.00,140930.00,42279.00,5972868.00,
2021-11-27,120988720.00,237370.00,71211.00,11793360.00,
2021-11-28,110710677.00,88642.00,26593.00,3389121.00,
2021-11-29,109635536.00,92677.00,27803.00,4755749.00,
2021-11-30,117546986.00,125298.00,37589.00,5034498.00,
2021-12-01,118553463.00,149867.00,44960.00,11233044.00,
2021-12-02,121950691.00,153533.00,46060.00,9329253.00,
2021-12-03,121378494.00,176663.00,52999.00,6056956.00,
2021-12-04,120899924.00,286068.00,85820.00,7028443.00,
2021-12-05,117271906.00,325219.00,97566.00,16021747.00,
2021-12-06,108762662.00,72066.00,21620.00,5318844.00,
2021-12-07,111424458.00,88606.00,26582.00,8002669.00,
2021-12-08,113927540.00,66543.00,19963.00,7712213.00,
2021-12-09,116110438.00,126326.00,37898.00,28961600.00,
2021-12-10,116580922.00,93483.00,28045.00,6843842.00,
2021-12-11,110397547.00,90583.00,27175.00,8898898.00,
2021-12-12,107352647.00,58265.00,17480.00,7255589.00,
2021-12-13,111293729.00,83222.00,24967.00,3392446.00,
2021-12-14,111946699.00,169651.00,50895.00,8300810.00,
2021-12-15,105217141.00,92739.00,27822.00,6211436.00,
2021-12-16,106632107.00,147405.00,44221.00,9216635.00,
2021-12-17,109613531.00,91879.00,27564.00,7583185.00,
2021-12-18,109059992.00,123403.00,37021.00,5690011.00,
2021-12-19,107835528.00,77807.00,23342.00,4482997.00,
2021-12-20,110880222.00,74913.00,22474.00,4733405.00,
2021-12-21,110876397.00,111840.00,33552.00,5141731.00,
2021-12-22,110873670.00,58785.00,17636.00,3273314.00,
2021-12-23,111906931.00,72632.00,21790.00,3544558.00,
2021-12-24,112005439.00,148256.00,44477.00,4724640.00,
2021-12-25,113948753.00,61632.00,18489.00,2425337.00,
2021-12-26,112777502.00,40701.00,12210.00,2246519.00,
2021-12-27,113601938.00,46921.00,14076.00,2015841.00,
2021-12-28,113662806.00,68798.00,20639.00,2901435.00,
2021-12-29,112221755.00,199950.00,59985.00,4842161.00,
2021-12-30,108296893.00,170694.00,51208.00,4050549.00,
2021-12-31,105509419.00,59734.00,17920.00,3173115.00,
2022-01-01,107046091.00,101745.00,30523.00,3809855.00,
2022-01-02,108117194.00,69159.00,20748.00,2284556.00,
2022-01-03,109178014.00,59108.00,17732.00,2657043.00,
2022-01-04,110867364.00,267377.00,80213.00,6319105.00,
2022-01-05,109227038.00,206970.00,62091.00,5085534.00,
2022-01-06,108862239.00,535206.00,160562.00,16672228.00,
2022-01-07,106199770.00,272089.00,81627.00,8801590.00,
2022-01-08,118127175.00,387632.00,116290.00,26910343.00,
2022-01-09,117315051.00,276099.00,82830.00,21022975.00,
2022-01-10,122003448.00,171328.00,51398.00,11624606.00,
2022-01-11,124703558.00,406399.00,121920.00,21784877.00,
2022-01-12,125134142.00,404908.00,121472.00,14992230.00,
2022-01-13,138234013.00,327071.00,98122.00,23673454.00,
2022-01-14,148517223.00,263295.00,78988.00,10553692.00,
2022-01-15,151118370.00,287108.00,86133.00,13896719.00,
2022-01-16,157971658.00,268765.00,80630.00,11218129.00,
2022-01-17,165674440.00,235094.00,70528.00,11193843.00,
2022-01-18,166613118.00,508193.00,152457.00,19696660.00,
2022-01-19,165919455.00,423481.00,127045.00,17036395.00,
2022-01-20,169197800.00,274683.00,82405.00,17928872.00,
2022-01-21,172586400.00,463171.00,138951.00,25323210.00,
2022-01-22,168988220.00,898587.00,269576.00,79563918.00,
2022-01-23,152099208.00,611295.00,183388.00,58162951.00,
2022-01-24,146089370.00,318257.00,95477.00,29017999.00,
2022-01-25,153650380.00,633171.00,189951.00,49415096.00,
2022-01-26,157899884.00,458974.00,137693.00,41169757.00,
2022-01-27,171098263.00,485273.00,145581.00,41608893.00,
2022-01-28,179616260.00,257217.00,77165.00,32021203.00,
2022-01-29,181779915.00,291614.00,87484.00,18557136.00,
2022-01-30,191464126.00,220014.00,66004.00,16588015.00,
2022-01-31,201586385.00,137645.00,41293.00,13785711.00,
2022-02-01,201829034.00,296639.00,88992.00,18119311.00,
2022-02-02,213280312.00,377334.00,113200.00,17299656.00,
2022-02-03,221735030.00,427099.00,128130.00,25768621.00,
